Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_279,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,456,Antennas,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_280,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,463,Telecommunication Network,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_281,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,465,Networks Security and Management,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_282,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,466,Introduction to Optical Communication Systems,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_283,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,472,Advanced Telecommunication Network,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_284,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,481,Linear Systems,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_285,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,482,System Optimization,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_286,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,483,Real-Time Computer Control Systems,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_361,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6111,Theory of Operations Research,Project: 2 hours per week,,Course-integrated,
GCS_362,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6121,Advanced Operations Research,A design project is required,,Course-integrated,
GCS_363,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6131,Graph Theory with System Applications,Project: 2 hours per week,,Course-integrated,
GCS_364,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6141,Logistics Network Models,A project is required,,Course-integrated,
GCS_365,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6151,Decision Models in Service Sector,A project is required,,Course-integrated,
GCS_366,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6211,Production Systems and Inventory Control,A project is required,,Course-integrated,
GCS_367,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6221,Lean Enterprise,A project is required,,Course-integrated,
GCS_368,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6231,Scheduling Theory,Project: 2 hours per week,,Course-integrated,
GCS_369,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6241,Lean Manufacturing,A project is required,,Course-integrated,
GCS_370,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6311,Discrete System Simulation,"Computer simulation, A project is required",,Course-integrated,
GCS_371,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6321,Introduction to Six Sigma,A project is required,,Course-integrated,
GCS_372,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6331,Advanced Quality Control,A project is required,,Course-integrated,
GCS_373,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master / Certificate,INDU,6341,Advanced Concepts in Quality Improvement,A project on selected topics is required,,Course-integrated,
GCS_374,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master / Certificate,INDU,6351,System Reliability,Project: 2 hours per week,,Course-integrated,
GCS_375,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6361,Discrete Optimization,A project is required,,Course-integrated,
GCS_376,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6411,Human Factors Engineering,A project on a current topic is required,,Course-integrated,
GCS_377,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Industrial Engineering,Graduate,Master,INDU,6421,Occupational Safety Engineering,A project on a current topic is required,,Course-integrated,
GCS_287,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,490,Capstone Electrical Engineering Design Project,"capstone, group project",Capstone project,Course-integrated,
GCS_125,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,108,Computer ScienceIndustrial Experience Reflective Learning I,Associated reflective learning course to industrial experience work term I,Hands-on workshops;Real-world project/assignment;Laboratory/Clinics,Course-integrated;Work-integrated;,
GCS_126,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,208,Computer Science Industrial Experience Reflective Learning II,Associated reflective learning course to industrial experience work term II,Hands-on workshops;Real-world project/assignment;Laboratory/Clinics,Course-integrated;Work-integrated;,
GCS_127,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,248,Object‑Oriented Programming I,Laboratory: 12 hours total,Laboratory/Clinics,Course-integrated,
GCS_128,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,249,Object‑Oriented Programming I,Laboratory: 12 hours total,Laboratory/Clinics,Course-integrated,
GCS_129,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,345,Advanced Program Design with C++,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_130,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,346,Operating Systems,Laboratory: 24 hours total,Laboratory/Clinics,Course-integrated,
GCS_131,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,353,Databases,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_132,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,354,Introduction to Software Engineering,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_133,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,371,Computer Graphics,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_134,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,376,Introduction to Game Development,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_135,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,426,Multicore Programming,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_136,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,428,Parallel Programming,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_137,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,442,Compiler Design,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_138,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,444,System Software Design,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_139,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,445,Data Communication and Computer Networks,Laboratory: 24 hours total,Laboratory/Clinics,Course-integrated,
GCS_140,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,451,Database Design,Laboratory: 24 hours total,Laboratory/Clinics,Course-integrated,
GCS_141,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,472,Artificial Intelligence,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_142,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,473,Pattern Recognition,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_143,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,474,Intelligent Systems,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_144,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,476,Advanced Game Development,"Laboratory: 24 hours total, group project",Laboratory/Clinics,Course-integrated,
GCS_145,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,477,Animation for Computer Games,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_146,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,478,Image Processing,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_147,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,479,Information Retrieval and Web Search,"Laboratory: 24 hours total, project",Laboratory/Clinics,Course-integrated,
GCS_148,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,490,Computer Science Project I,capstone project,Capstone project,Course-integrated,
GCS_149,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,COMP,492,Computer Science Project II,capstone project,Capstone project,Course-integrated,
GCS_493,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,107,Computer Science Industrial Experience Work Term I,Industrial experience work term,,Course-integrated;Work-integrated;,
GCS_494,GCS,Computer Science and Software Engineering (CSSE),Computer Science,Undergraduate,Bachelor,COMP,207,Computer Science Industrial Experience Work Term II,Industrial experience work term,,Course-integrated;Work-integrated;,
GCS_222,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,313,Digital Systems Design II,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_223,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,315,Digital Electronics,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_408,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6011,Analysis and Design of Pneumatic Systems,A project on selected topics is required,,Course-integrated,
GCS_409,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6021,Design of Industrial Control Systems,A project on specific topic or applications is required,,Course-integrated,
GCS_410,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6041,Virtual Systems Engineering,A project is required,,Course-integrated,
GCS_411,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6051,Process Dynamics and Control,A project on selected topics of current interest is required,,Course-integrated,
GCS_412,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6061,Analysis and Design of Hydraulic Control Systems,A projects on selected topics is required,,Course-integrated,
GCS_413,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6081,Fuel Control Systems for Combustion Engines,Demonstration in lab,,Course-integrated,
GCS_414,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6091,Flight Control Systems,"Flight simulation, Projects on selected topics are required",,Course-integrated,
GCS_415,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6101,Kinetic Theory of Gases,A project on specific topic or applications is required,,Course-integrated,
GCS_416,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6111,Gas Dynamics,A project on specific applications is required,,Course-integrated,
GCS_417,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6121,Aerodynamics,A project on specific topic or applications is required,,Course-integrated,
GCS_418,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6131,Conduction and Radiation Heat Transfer,A project on selected topics is required,,Course-integrated,
GCS_419,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6141,Heat Exchanger Design,A project on selected topics is required,,Course-integrated,
GCS_420,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6161,Gas Turbine Design,A project on specific topic or applications is required,,Course-integrated,
GCS_421,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6171,Turbomachinery and Propulsion,Projects on selected topics are required,,Course-integrated,
GCS_422,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6181,"Heating, Air Conditioning and Ventilation",A project on selected applications is required,,Course-integrated,
GCS_423,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6191,Combustion,Projects on selected topics are required,,Course-integrated,
GCS_424,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6231,Helicopter Flight Dynamics,Case studies and projects on selected topics are required,,Course-integrated,
GCS_425,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6241,Operational Performance of Aircraft,Projects on selected topics are required,,Course-integrated,
GCS_426,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6251,Space Flight Mechanics and Propulsion Systems,A project is required,,Course-integrated,
GCS_427,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6301,Vibration Problems in Rotating Machinery,Projects on selected applications are required,,Course-integrated,
GCS_428,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6311,Noise and Vibration Control,Projects on selected applications are required,,Course-integrated,
GCS_429,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6321,Optimum Design of Mechanical Systems,An optimization project on selected topics is required,,Course-integrated,
GCS_430,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6341,Engineering Analysis of Smart Materials and Structures,A project is required,,Course-integrated,
GCS_431,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6351,Modal Analysis of Mechanical Systems,Projects on selected applications are required,,Course-integrated,
GCS_432,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6361,Mechanics of Biological Tissues,A project on current topic is required,,Course-integrated,
GCS_433,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6421,Metal Machining and Surface Technology,A project on selected topics is required,,Course-integrated,
GCS_434,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6431,"Introduction to Tribology (Wear, Friction and Lubrication)",A project on specific topic or applications is required,,Course-integrated,
GCS_435,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6441,Stress Analysis in Mechanical Design,"Case studies, and project from selected applications are required",,Course-integrated,
GCS_436,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6451,Computer-Aided Mechanical Design,A project is required,,Course-integrated,
GCS_437,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6481,Aeroelasticity,A project on specific applications is required,,Course-integrated,
GCS_438,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6491,Engineering Metrology and Measurement Systems,A project is required,,Course-integrated,
GCS_439,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6501,Advanced Materials,A project on selected topics of current interest is required,,Course-integrated,
GCS_440,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6511,Mechanical Forming of Metals,A project on current research topics and selected applications is required,,Course-integrated,
GCS_441,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6521,Manufacturing of Composites,A project on selected topics of current interest is required,,Course-integrated,
GCS_442,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6531,Casting,A project on current research topic and selected applications is required,,Course-integrated,
GCS_443,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6541,Joining Processes and Nondestructive Testing,A project on current research topic or selected applications is required,,Course-integrated,
GCS_444,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6551,Fracture,A project on current research topics and selected applications is required,,Course-integrated,
GCS_445,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6561,High Strength Materials,A project on current research topics and selected applications is required,,Course-integrated,
GCS_446,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6571,Corrosion and Oxidation of Metals,A project on current research topics and selected applications is required,,Course-integrated,
GCS_447,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6581,Mechanical Behaviour of Polymer Composite Materials,Projects on selected applications are required,,Course-integrated,
GCS_448,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6601,Testing and Evaluation of Polymer Composite Materials and Structures,A project on selected topics of current interest is required,,Course-integrated,
GCS_449,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6611,Numerically Controlled Machines,A design project on multi-surface machine parts is required,,Course-integrated,
GCS_450,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master / Certificate,MECH,6621,Microprocessors and Applications,A project on specific topic or applications is required,,Course-integrated,
GCS_451,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6631,Industrial Automation,A project on specific topic or applications is required,,Course-integrated,
GCS_452,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6641,Engineering Fracture Mechanics and Fatigue,A case study or project on selected applications is required,,Course-integrated,
GCS_453,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6651,Structural Composite,A project on selected applications is required,,Course-integrated,
GCS_454,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6661,Thermodynamics and Phase Equilibria of Materials,A project is required,,Course-integrated,
GCS_455,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6671,Finite Element Method in Machine Design,A case study or project on selected applications is required,,Course-integrated,
GCS_456,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6681,Dynamics and Control of Nonholonomic Systems,A project is required,,Course-integrated,
GCS_457,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6691,Optical Microsystems,A project is required,,Course-integrated,
GCS_458,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6741,Mechatronics,A project is required,,Course-integrated,
GCS_459,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6751,Vehicle Dynamics,A project on research topics is required,,Course-integrated,
GCS_460,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6761,Vehicular Internal Combustion Engines,"Modelling, Simulation, Demonstration in lab",,Course-integrated,
GCS_461,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6771,Driverless Ground Vehicles,A project on selected topics is required,,Course-integrated,
GCS_462,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,6781,Guided Vehicle Systems,A project on selected topics is an integral part of the course,,Course-integrated,
GCS_463,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7011,Dynamics of Hydraulic Control Systems,Projects on selected topics are required,,Course-integrated,
GCS_464,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7101,Convection Heat Transfer,Project or term paper required,,Course-integrated,
GCS_465,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7501,Design Using Composite Materials,A project on selected topics is required,,Course-integrated,
GCS_466,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7511,Vehicle Vibration and Control,Projects on selected applications are required,,Course-integrated,
GCS_467,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Graduate,Master,MECH,7711,Handling and Stability of Road Vehicles,Project on selected topics is an integral part of the course,,Course-integrated,
GCS_468,GCS,Any department,Aerospace Engineering,Any level,Any degree,,,CIADI Internships,200 hours or more,,Course-integrated;Work-integrated;,
GCS_224,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,316,Computer Architecture and Design,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_225,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,317,Microprocessor Systems,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_226,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,345,Software Testing and Validation,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_227,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,346,Operating Systems,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_228,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,390,Computer Engineering Product Design Project,"Team project, develop system/device, equivalent laboratory time: 6 hours per week",Laboratory/Clinics,Course-integrated,
GCS_229,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,421,Embedded Systems Design,Laboratory: 30 hours total,Laboratory/Clinics,Course-integrated,
GCS_230,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,445,Communication Networks and Protocols,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_231,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,451,VLSI Circuit Design,Laboratory: 30 hours total,Laboratory/Clinics,Course-integrated,
GCS_232,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Undergraduate,Bachelor,COEN,490,Capstone Computer Engineering Design Project,"capstone, group project",Capstone project,Course-integrated,
GCS_337,GCS,Electrical and Computer Engineering (ECE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,212,Digital Systems Design I,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_338,GCS,Computer Science and Software Engineering (CSSE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,212,Digital Systems Design I,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_339,GCS,Electrical and Computer Engineering (ECE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,311,Computer Organization and Software,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_340,GCS,Computer Science and Software Engineering (CSSE),"Electrical Engineering, Science and Technology",Undergraduate,Bachelor / Certificate,COEN,311,Computer Organization and Software,Laboratory: 15 hours total,Laboratory/Clinics,Course-integrated,
GCS_59,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,231,Geology for Civil Engineers,Site investigation,Real-world project/assignment,Course-integrated,
GCS_60,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,321,Engineering Materials,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_61,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,361,Introduction to Environmental Engineering,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_485,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Graduate,Master,,,INEX BLDG M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_486,GCS,"Building, Civil and Environmental Engineering (BCEE)",Any program,Graduate,Master,,,INEX CIVI M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_62,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,381,Hydraulics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_63,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,382,Water Resources Engineering,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_489,GCS,Computer Science and Software Engineering (CSSE),Any program,Graduate,Master,,,INEX COMP M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_64,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,390,Civil Engineering Design Project,"Team project, Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_491,GCS,Computer Science and Software Engineering (CSSE),Any program,Graduate,Master,,,INEX SOEN M,Co-op placement. Please visit the Co-op Institute for more details.,,Work-integrated,
GCS_65,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Undergraduate,Bachelor,CIVI,432,Soil Mechanics,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
